,Usia,Gender,Gaji,Jumlah Anak
7536,30,P,3-5jt,2
7537,46,P,3-5jt,5
7538,22,L,1-3jt,3
7539,23,P,3-5jt,5
7540,51,P,1-3jt,6
7541,48,P,3-5jt,1
7542,40,P,1-3jt,5
7543,52,L,3-5jt,4
7544,23,L,1-3jt,1
7545,54,L,3-5jt,0
7546,24,L,1-3jt,3
7547,56,P,5-10jt,4
7548,18,P,5-10jt,4
7549,52,L,5-10jt,0
7550,26,L,5-10jt,1
7551,48,L,5-10jt,3
7552,47,L,5-10jt,1
7553,27,L,3-5jt,1
7554,36,P,1-3jt,2
7555,21,L,3-5jt,4
7556,42,P,5-10jt,2
7557,51,P,5-10jt,3
7558,55,L,1-3jt,1
7559,47,L,3-5jt,2
7560,27,L,1-3jt,3
7561,30,L,1-3jt,0
7562,35,P,5-10jt,6
7563,41,L,3-5jt,3
7564,34,P,3-5jt,4
7565,28,P,1-3jt,6
7566,55,L,1-3jt,3
7567,51,L,1-3jt,1
7568,27,P,3-5jt,4
7569,56,P,5-10jt,6
7570,41,L,1-3jt,2
7571,45,P,3-5jt,0
7572,25,L,5-10jt,3
7573,58,L,1-3jt,3
7574,31,P,5-10jt,5
7575,36,L,3-5jt,1
7576,53,L,3-5jt,0
7577,58,P,1-3jt,0
7578,36,P,5-10jt,1
7579,38,L,3-5jt,2
7580,50,P,1-3jt,3
7581,32,L,3-5jt,2
7582,29,L,5-10jt,5
7583,29,L,5-10jt,6
7584,51,L,5-10jt,2
7585,17,P,5-10jt,0
7586,49,P,1-3jt,0
7587,34,L,3-5jt,3
7588,20,P,1-3jt,0
7589,32,P,3-5jt,0
7590,28,P,1-3jt,6
7591,30,L,1-3jt,2
7592,52,L,3-5jt,0
7593,29,P,3-5jt,5
7594,41,P,1-3jt,2
7595,40,P,3-5jt,2
7596,60,P,5-10jt,2
7597,55,L,1-3jt,6
7598,55,P,1-3jt,1
7599,22,P,5-10jt,2
7600,23,L,3-5jt,0
7601,58,P,5-10jt,1
7602,51,P,1-3jt,0
7603,25,P,1-3jt,1
7604,32,P,3-5jt,3
7605,42,L,1-3jt,0
7606,22,P,5-10jt,2
7607,47,P,5-10jt,6
7608,46,L,3-5jt,2
7609,28,P,5-10jt,4
7610,50,P,3-5jt,3
7611,41,P,3-5jt,5
7612,41,L,3-5jt,3
7613,23,P,1-3jt,6
7614,47,L,5-10jt,2
7615,49,P,1-3jt,0
7616,26,P,3-5jt,3
7617,27,P,3-5jt,4
7618,45,P,5-10jt,5
7619,27,L,3-5jt,2
7620,53,P,3-5jt,2
7621,21,L,3-5jt,0
7622,48,L,5-10jt,6
7623,22,L,3-5jt,3
7624,50,P,3-5jt,5
7625,43,P,3-5jt,3
7626,38,L,5-10jt,1
7627,39,P,3-5jt,4
7628,27,L,5-10jt,3
7629,50,L,3-5jt,1
7630,41,L,5-10jt,0
7631,42,L,5-10jt,4
7632,53,P,3-5jt,1
7633,58,L,5-10jt,4
7634,54,L,1-3jt,2
7635,22,P,5-10jt,2
7636,53,P,1-3jt,0
7637,43,P,3-5jt,6
7638,42,P,1-3jt,1
7639,55,L,1-3jt,3
7640,26,P,3-5jt,5
7641,54,P,5-10jt,2
7642,20,P,1-3jt,3
7643,39,L,5-10jt,1
7644,19,P,3-5jt,3
7645,21,P,5-10jt,1
7646,23,P,3-5jt,1
7647,58,P,3-5jt,0
7648,27,P,3-5jt,1
7649,40,L,5-10jt,1
7650,24,P,5-10jt,0
7651,29,P,5-10jt,0
7652,29,L,5-10jt,5
7653,59,P,1-3jt,6
7654,26,P,5-10jt,4
7655,40,L,1-3jt,6
7656,22,L,3-5jt,3
7657,36,P,5-10jt,6
7658,18,P,3-5jt,3
7659,38,L,1-3jt,2
7660,34,L,5-10jt,4
7661,22,P,1-3jt,6
7662,49,P,5-10jt,2
7663,40,P,3-5jt,2
7664,26,P,5-10jt,5
7665,46,L,3-5jt,5
7666,46,P,1-3jt,2
7667,57,L,1-3jt,5
7668,17,L,1-3jt,4
7669,28,L,3-5jt,6
7670,47,L,5-10jt,0
7671,59,P,5-10jt,5
7672,49,L,5-10jt,5
7673,19,L,5-10jt,1
7674,25,L,5-10jt,4
7675,28,P,3-5jt,2
7676,52,P,1-3jt,2
7677,27,L,3-5jt,1
7678,54,L,5-10jt,5
7679,19,P,1-3jt,1
7680,23,L,1-3jt,4
7681,48,P,1-3jt,1
7682,25,L,1-3jt,3
7683,47,P,3-5jt,0
7684,37,L,5-10jt,4
7685,41,L,5-10jt,5
7686,18,P,1-3jt,6
7687,28,P,5-10jt,6
7688,42,P,3-5jt,5
7689,58,P,1-3jt,6
7690,22,L,1-3jt,0
7691,59,L,1-3jt,3
7692,54,P,1-3jt,1
7693,57,P,1-3jt,3
7694,52,P,5-10jt,4
7695,29,P,5-10jt,1
7696,31,L,5-10jt,1
7697,32,P,1-3jt,1
7698,49,P,5-10jt,3
7699,20,P,5-10jt,2
7700,38,L,1-3jt,6
7701,38,P,5-10jt,0
7702,46,P,3-5jt,4
7703,60,L,3-5jt,3
7704,22,L,3-5jt,0
7705,31,L,1-3jt,1
7706,20,L,1-3jt,4
7707,28,L,5-10jt,2
7708,48,P,3-5jt,2
7709,22,L,1-3jt,0
7710,43,P,5-10jt,0
7711,55,P,1-3jt,5
7712,24,P,1-3jt,2
7713,26,L,5-10jt,5
7714,54,P,5-10jt,1
7715,40,P,1-3jt,4
7716,33,P,1-3jt,3
7717,30,L,5-10jt,4
7718,57,P,5-10jt,3
7719,27,P,3-5jt,2
7720,39,L,1-3jt,4
7721,20,L,3-5jt,6
7722,60,P,1-3jt,2
7723,33,P,1-3jt,1
7724,43,P,5-10jt,1
7725,30,L,3-5jt,0
7726,53,P,3-5jt,1
7727,24,P,1-3jt,4
7728,21,P,5-10jt,0
7729,45,P,1-3jt,3
7730,29,P,3-5jt,3
7731,31,P,1-3jt,4
7732,26,L,5-10jt,5
7733,57,P,5-10jt,5
7734,44,L,3-5jt,3
7735,36,P,1-3jt,6
7736,20,P,1-3jt,3
7737,25,L,3-5jt,3
7738,17,L,5-10jt,2
7739,43,L,5-10jt,5
7740,30,P,5-10jt,4
7741,51,L,3-5jt,2
7742,52,L,1-3jt,5
7743,22,P,1-3jt,5
7744,59,P,3-5jt,0
7745,54,L,5-10jt,0
7746,34,P,5-10jt,4
7747,57,P,5-10jt,1
7748,60,L,5-10jt,2
7749,46,P,3-5jt,0
7750,32,P,3-5jt,0
7751,27,P,1-3jt,5
7752,58,P,1-3jt,4
7753,58,P,5-10jt,0
7754,38,P,5-10jt,4
7755,53,L,5-10jt,2
7756,48,L,1-3jt,3
7757,40,L,5-10jt,3
7758,46,L,5-10jt,4
7759,38,L,3-5jt,2
7760,23,L,3-5jt,2
7761,48,P,3-5jt,4
7762,44,P,1-3jt,4
7763,60,P,3-5jt,6
7764,47,P,5-10jt,5
7765,28,P,3-5jt,6
7766,23,P,5-10jt,1
7767,43,P,3-5jt,6
7768,50,P,3-5jt,0
7769,48,P,5-10jt,3
7770,28,P,1-3jt,5
7771,44,P,3-5jt,5
7772,20,P,5-10jt,6
7773,30,P,5-10jt,0
7774,37,P,3-5jt,6
7775,60,L,1-3jt,2
7776,22,P,5-10jt,0
7777,59,P,1-3jt,2
7778,54,P,5-10jt,6
7779,53,L,1-3jt,2
7780,26,P,5-10jt,5
7781,31,P,3-5jt,4
7782,42,P,5-10jt,0
7783,60,P,5-10jt,6
7784,51,L,1-3jt,6
7785,37,L,5-10jt,5
7786,54,L,5-10jt,0
7787,52,P,5-10jt,6
7788,35,L,3-5jt,5
7789,29,P,3-5jt,0
7790,54,L,3-5jt,4
7791,38,P,1-3jt,4
7792,23,P,5-10jt,2
7793,60,P,1-3jt,2
7794,23,P,1-3jt,4
7795,41,P,3-5jt,4
7796,30,P,3-5jt,5
7797,19,P,5-10jt,6
7798,26,L,5-10jt,6
7799,33,L,3-5jt,4
7800,39,L,5-10jt,1
7801,23,P,5-10jt,0
7802,56,P,5-10jt,0
7803,18,L,3-5jt,0
7804,25,P,1-3jt,3
7805,50,P,5-10jt,6
7806,58,P,1-3jt,4
7807,18,L,1-3jt,1
7808,51,L,1-3jt,2
7809,18,L,5-10jt,6
7810,36,P,1-3jt,5
7811,39,L,3-5jt,4
7812,57,P,3-5jt,3
7813,43,P,1-3jt,1
7814,47,P,5-10jt,2
7815,24,L,1-3jt,5
7816,55,P,1-3jt,0
7817,42,L,1-3jt,6
7818,37,P,1-3jt,3
7819,35,L,1-3jt,6
7820,21,L,3-5jt,1
7821,54,P,5-10jt,3
7822,44,L,1-3jt,1
7823,35,P,5-10jt,3
7824,19,L,1-3jt,6
7825,29,L,1-3jt,5
7826,52,P,3-5jt,6
7827,25,L,1-3jt,5
7828,23,P,5-10jt,5
7829,60,L,1-3jt,6
7830,52,P,1-3jt,3
7831,57,P,1-3jt,6
7832,43,L,3-5jt,2
7833,28,L,3-5jt,3
7834,43,L,1-3jt,6
7835,38,L,3-5jt,3
7836,26,P,3-5jt,6
7837,53,P,3-5jt,3
7838,50,P,3-5jt,5
7839,21,L,3-5jt,5
7840,58,P,1-3jt,0
7841,58,P,3-5jt,3
7842,42,L,1-3jt,6
7843,40,P,1-3jt,0
7844,56,L,5-10jt,1
7845,27,L,1-3jt,2
7846,57,L,5-10jt,3
7847,54,L,5-10jt,4
7848,43,L,1-3jt,0
7849,32,P,1-3jt,3
7850,32,P,5-10jt,6
7851,23,P,5-10jt,2
7852,17,P,1-3jt,4
7853,39,L,5-10jt,3
7854,22,P,3-5jt,3
7855,38,P,1-3jt,2
7856,50,P,3-5jt,1
7857,48,L,3-5jt,5
7858,28,L,3-5jt,2
7859,55,P,1-3jt,6
7860,46,P,1-3jt,3
7861,44,L,5-10jt,2
7862,54,P,1-3jt,5
7863,34,P,3-5jt,1
7864,29,P,1-3jt,1
7865,52,L,3-5jt,2
7866,57,L,5-10jt,1
7867,52,L,1-3jt,6
7868,56,L,3-5jt,5
7869,44,P,1-3jt,6
7870,27,L,5-10jt,4
7871,44,P,5-10jt,6
7872,44,P,1-3jt,2
7873,54,L,1-3jt,6
7874,30,L,3-5jt,5
7875,48,P,1-3jt,6
7876,33,L,5-10jt,2
7877,20,P,1-3jt,3
7878,29,L,5-10jt,6
7879,43,L,1-3jt,3
7880,34,L,3-5jt,1
7881,60,P,3-5jt,4
7882,45,L,5-10jt,0
7883,58,L,5-10jt,4
7884,29,L,1-3jt,3
7885,32,P,3-5jt,1
7886,45,L,3-5jt,5
7887,52,P,5-10jt,2
7888,31,P,3-5jt,4
7889,41,L,3-5jt,2
7890,40,P,3-5jt,0
7891,21,P,3-5jt,4
7892,33,P,1-3jt,3
7893,48,P,5-10jt,0
7894,59,L,3-5jt,6
7895,45,P,1-3jt,4
7896,23,L,3-5jt,0
7897,24,L,3-5jt,6
7898,18,L,3-5jt,5
7899,60,L,3-5jt,1
7900,31,P,3-5jt,6
7901,60,L,1-3jt,0
7902,43,L,3-5jt,1
7903,37,L,3-5jt,4
7904,48,P,5-10jt,2
7905,24,P,1-3jt,6
7906,58,P,5-10jt,2
7907,59,L,3-5jt,3
7908,58,P,5-10jt,3
7909,19,L,5-10jt,1
7910,53,P,3-5jt,3
7911,28,P,5-10jt,5
7912,33,P,3-5jt,3
7913,32,P,1-3jt,1
7914,19,P,3-5jt,3
7915,60,P,5-10jt,3
7916,24,L,1-3jt,1
7917,48,P,3-5jt,6
7918,28,P,1-3jt,2
7919,48,P,5-10jt,2
7920,49,L,5-10jt,5
7921,44,L,3-5jt,5
7922,42,P,3-5jt,4
7923,26,P,3-5jt,0
7924,48,P,1-3jt,5
7925,54,L,1-3jt,1
7926,51,L,3-5jt,3
7927,39,L,5-10jt,3
7928,40,L,1-3jt,3
7929,27,P,3-5jt,1
7930,54,P,5-10jt,6
7931,17,L,3-5jt,5
7932,23,P,5-10jt,1
7933,29,L,1-3jt,3
7934,28,P,1-3jt,2
7935,21,L,1-3jt,4
7936,27,P,5-10jt,0
7937,17,L,1-3jt,6
7938,51,L,5-10jt,6
7939,60,L,1-3jt,1
7940,59,L,5-10jt,0
7941,40,L,5-10jt,4
7942,28,P,3-5jt,0
7943,50,L,1-3jt,3
7944,57,P,1-3jt,4
7945,46,L,5-10jt,6
7946,55,P,1-3jt,1
7947,36,P,1-3jt,0
7948,52,P,3-5jt,3
7949,59,L,5-10jt,0
7950,30,P,5-10jt,6
7951,52,P,1-3jt,4
7952,53,L,1-3jt,1
7953,43,L,5-10jt,6
7954,38,P,1-3jt,5
7955,52,P,5-10jt,1
7956,44,L,3-5jt,1
7957,54,L,5-10jt,3
7958,59,L,1-3jt,1
7959,49,L,1-3jt,1
7960,52,P,5-10jt,6
7961,43,P,5-10jt,4
7962,44,L,1-3jt,1
7963,21,P,1-3jt,4
7964,46,P,5-10jt,5
7965,40,L,3-5jt,2
7966,48,P,1-3jt,0
7967,44,L,5-10jt,6
7968,33,L,3-5jt,0
7969,40,P,1-3jt,1
7970,52,L,3-5jt,3
7971,26,L,3-5jt,0
7972,25,L,1-3jt,2
7973,55,P,3-5jt,1
7974,56,P,3-5jt,4
7975,30,L,3-5jt,0
7976,20,P,3-5jt,3
7977,60,L,3-5jt,3
7978,34,P,3-5jt,2
7979,56,L,3-5jt,5
7980,19,L,3-5jt,0
7981,42,P,5-10jt,6
7982,32,L,5-10jt,1
7983,54,P,5-10jt,2
7984,43,L,3-5jt,5
7985,35,L,3-5jt,5
7986,30,L,3-5jt,4
7987,59,L,5-10jt,5
7988,30,P,1-3jt,0
7989,29,L,1-3jt,2
7990,25,L,5-10jt,6
7991,48,L,5-10jt,2
7992,58,L,3-5jt,4
7993,28,P,5-10jt,3
7994,18,P,3-5jt,1
7995,36,P,1-3jt,3
7996,34,P,5-10jt,3
7997,18,P,5-10jt,5
7998,17,L,1-3jt,0
7999,49,L,5-10jt,1
8000,19,P,5-10jt,6
8001,37,L,1-3jt,4
8002,39,L,1-3jt,4
8003,40,L,3-5jt,0
8004,17,P,1-3jt,5
8005,31,P,1-3jt,1
8006,54,L,5-10jt,1
8007,27,L,3-5jt,3
8008,30,L,5-10jt,3
8009,60,P,5-10jt,6
8010,21,P,5-10jt,6
8011,18,L,5-10jt,2
8012,35,L,5-10jt,3
8013,41,L,3-5jt,5
8014,18,P,1-3jt,5
8015,45,L,1-3jt,3
8016,27,P,5-10jt,5
8017,56,L,3-5jt,6
8018,34,L,3-5jt,5
8019,50,L,3-5jt,4
8020,49,P,3-5jt,2
8021,42,L,5-10jt,2
8022,49,L,1-3jt,2
8023,57,L,5-10jt,3
8024,38,P,1-3jt,6
8025,54,P,3-5jt,5
8026,34,P,5-10jt,3
8027,41,L,1-3jt,6
8028,51,P,1-3jt,4
8029,45,P,3-5jt,2
8030,25,P,5-10jt,5
8031,39,L,3-5jt,5
8032,25,L,5-10jt,0
8033,21,P,5-10jt,0
8034,48,P,1-3jt,3
8035,40,L,3-5jt,4
8036,44,P,5-10jt,1
8037,18,P,1-3jt,6
8038,30,L,1-3jt,0
8039,31,P,3-5jt,0
8040,29,L,1-3jt,5
8041,26,L,3-5jt,2
8042,35,P,1-3jt,5
8043,21,P,3-5jt,6
8044,49,L,5-10jt,4
8045,23,P,5-10jt,0
8046,48,P,5-10jt,3
8047,37,P,5-10jt,0
8048,31,P,1-3jt,1
8049,52,P,5-10jt,6
8050,23,P,5-10jt,6
8051,32,L,3-5jt,4
8052,49,P,1-3jt,4
8053,32,L,1-3jt,0
8054,27,L,3-5jt,0
8055,28,L,3-5jt,2
8056,46,P,3-5jt,0
8057,33,L,3-5jt,1
8058,50,L,3-5jt,1
8059,47,P,3-5jt,4
8060,35,P,5-10jt,2
8061,17,L,5-10jt,6
8062,44,L,1-3jt,5
8063,46,L,1-3jt,0
8064,20,P,3-5jt,0
8065,57,L,3-5jt,1
8066,59,P,5-10jt,3
8067,33,P,5-10jt,3
8068,38,P,1-3jt,5
8069,35,P,1-3jt,4
8070,39,L,3-5jt,2
8071,57,L,5-10jt,4
8072,41,P,1-3jt,6
8073,34,L,3-5jt,0
8074,50,P,5-10jt,4
8075,57,P,1-3jt,1
8076,38,P,5-10jt,6
8077,23,L,1-3jt,1
8078,40,P,3-5jt,1
8079,40,L,1-3jt,5
8080,22,L,1-3jt,5
8081,28,L,3-5jt,0
8082,51,P,3-5jt,6
8083,28,L,3-5jt,6
8084,26,P,5-10jt,3
8085,23,L,5-10jt,1
8086,26,P,1-3jt,4
8087,39,L,1-3jt,0
8088,50,P,3-5jt,4
8089,40,L,1-3jt,2
8090,21,L,5-10jt,4
8091,51,P,3-5jt,4
8092,50,L,3-5jt,0
8093,23,P,1-3jt,1
8094,45,P,5-10jt,4
8095,37,P,1-3jt,4
8096,42,P,3-5jt,6
8097,55,L,5-10jt,4
8098,33,P,5-10jt,3
8099,54,P,3-5jt,1
8100,19,L,3-5jt,5
8101,32,P,5-10jt,0
8102,54,P,1-3jt,2
8103,44,P,1-3jt,3
8104,22,P,3-5jt,1
8105,17,L,3-5jt,1
8106,23,L,5-10jt,0
8107,41,L,5-10jt,3
8108,50,L,5-10jt,0
8109,59,L,3-5jt,3
8110,38,P,3-5jt,2
8111,40,P,1-3jt,2
8112,32,L,1-3jt,3
8113,30,L,3-5jt,4
8114,21,P,3-5jt,0
8115,54,P,5-10jt,4
8116,38,P,3-5jt,6
8117,50,L,5-10jt,1
8118,41,P,5-10jt,0
8119,51,P,3-5jt,1
8120,35,L,1-3jt,6
8121,57,P,3-5jt,2
8122,42,P,3-5jt,1
8123,39,P,5-10jt,6
8124,52,L,1-3jt,0
8125,52,L,5-10jt,1
8126,54,L,5-10jt,6
8127,58,L,3-5jt,5
8128,30,L,5-10jt,0
8129,51,P,3-5jt,0
8130,55,P,1-3jt,1
8131,19,L,5-10jt,2
8132,19,P,1-3jt,1
8133,35,L,1-3jt,2
8134,39,L,1-3jt,2
8135,58,P,1-3jt,3
8136,43,L,3-5jt,0
8137,53,L,3-5jt,1
8138,60,L,1-3jt,5
8139,28,L,3-5jt,1
8140,28,L,3-5jt,5
8141,31,L,1-3jt,6
8142,52,L,1-3jt,5
8143,52,P,1-3jt,6
8144,42,P,1-3jt,0
8145,25,P,3-5jt,2
8146,36,P,3-5jt,3
8147,25,P,5-10jt,5
8148,55,L,1-3jt,5
8149,41,P,3-5jt,6
8150,23,P,5-10jt,0
8151,40,P,1-3jt,4
8152,55,L,5-10jt,1
8153,24,L,3-5jt,1
8154,22,P,3-5jt,4
8155,34,P,3-5jt,3
8156,51,L,1-3jt,2
8157,40,L,1-3jt,4
8158,28,P,5-10jt,4
8159,20,P,3-5jt,0
8160,56,L,1-3jt,6
8161,31,L,5-10jt,1
8162,41,P,3-5jt,4
8163,49,P,5-10jt,6
8164,49,P,1-3jt,2
8165,37,P,3-5jt,4
8166,41,P,3-5jt,1
8167,52,P,3-5jt,4
8168,47,L,3-5jt,4
8169,43,P,1-3jt,6
8170,31,L,5-10jt,6
8171,28,L,5-10jt,6
8172,52,P,1-3jt,2
8173,53,P,5-10jt,4
8174,40,P,3-5jt,0
8175,26,P,1-3jt,6
8176,19,L,1-3jt,6
8177,27,L,1-3jt,3
8178,20,P,3-5jt,3
8179,53,L,5-10jt,6
8180,19,P,3-5jt,6
8181,31,P,5-10jt,3
8182,28,P,3-5jt,2
8183,40,L,5-10jt,6
8184,31,P,1-3jt,0
8185,37,L,1-3jt,4
8186,29,P,1-3jt,1
8187,41,P,5-10jt,2
8188,33,L,1-3jt,1
8189,60,L,1-3jt,4
8190,39,P,5-10jt,3
8191,32,L,3-5jt,3
8192,25,L,1-3jt,1
8193,18,L,1-3jt,5
8194,43,P,1-3jt,0
8195,24,L,5-10jt,0
8196,56,P,3-5jt,4
8197,60,P,5-10jt,3
8198,56,L,3-5jt,6
8199,35,L,1-3jt,0
8200,50,P,1-3jt,4
8201,18,L,5-10jt,1
8202,58,L,1-3jt,0
8203,21,L,1-3jt,2
8204,41,P,5-10jt,4
8205,40,P,1-3jt,5
8206,59,P,5-10jt,0
8207,49,L,1-3jt,0
8208,28,P,3-5jt,1
8209,36,P,5-10jt,5
8210,44,P,3-5jt,5
8211,52,L,1-3jt,3
8212,30,L,3-5jt,6
8213,30,P,1-3jt,2
8214,46,L,3-5jt,4
8215,46,L,3-5jt,1
8216,34,P,1-3jt,2
8217,56,L,1-3jt,0
8218,41,P,3-5jt,3
8219,32,P,3-5jt,2
8220,56,P,5-10jt,5
8221,21,L,5-10jt,1
8222,37,P,1-3jt,6
8223,53,L,5-10jt,6
8224,18,P,1-3jt,2
8225,46,P,3-5jt,2
8226,26,L,3-5jt,1
8227,32,L,3-5jt,0
8228,23,L,1-3jt,6
8229,37,L,5-10jt,1
8230,45,P,3-5jt,3
8231,55,L,1-3jt,4
8232,22,P,3-5jt,5
8233,47,L,5-10jt,1
8234,36,P,1-3jt,3
8235,31,L,3-5jt,0
8236,21,P,5-10jt,1
8237,43,L,1-3jt,0
8238,26,P,5-10jt,6
8239,18,L,3-5jt,4
8240,19,L,5-10jt,2
8241,58,P,5-10jt,2
8242,40,L,5-10jt,0
8243,45,P,1-3jt,1
8244,22,L,5-10jt,2
8245,53,L,1-3jt,0
8246,50,L,1-3jt,4
8247,28,L,1-3jt,4
8248,52,L,5-10jt,2
8249,42,P,3-5jt,4
8250,45,P,3-5jt,0
8251,31,P,1-3jt,6
8252,20,L,3-5jt,5
8253,38,P,1-3jt,6
8254,59,L,5-10jt,6
8255,24,L,1-3jt,4
8256,41,L,1-3jt,4
8257,30,L,1-3jt,2
8258,42,P,5-10jt,2
8259,26,L,3-5jt,5
8260,39,L,3-5jt,2
8261,39,L,3-5jt,6
8262,45,P,3-5jt,2
8263,49,P,5-10jt,0
8264,49,P,5-10jt,0
8265,27,P,3-5jt,1
8266,30,P,3-5jt,1
8267,28,P,1-3jt,1
8268,44,L,5-10jt,4
8269,26,P,1-3jt,4
8270,28,L,3-5jt,3
8271,20,L,5-10jt,0
8272,25,P,5-10jt,0
8273,23,L,3-5jt,1
8274,37,P,3-5jt,3
8275,22,P,5-10jt,5
8276,25,L,3-5jt,4
8277,36,P,1-3jt,6
8278,22,L,3-5jt,0
8279,25,P,1-3jt,3
8280,27,L,3-5jt,4
8281,34,L,3-5jt,0
8282,44,L,3-5jt,3
8283,41,P,3-5jt,5
8284,43,L,5-10jt,6
8285,36,P,5-10jt,2
8286,27,L,1-3jt,2
8287,38,P,1-3jt,4
8288,37,L,5-10jt,5
8289,23,P,1-3jt,3
8290,52,L,5-10jt,6
8291,29,P,5-10jt,3
8292,26,L,3-5jt,1
8293,54,L,5-10jt,5
8294,49,L,1-3jt,2
8295,28,L,5-10jt,6
8296,37,L,3-5jt,1
8297,41,P,5-10jt,0
8298,31,P,5-10jt,2
8299,43,P,5-10jt,4
8300,26,L,5-10jt,4
8301,17,P,3-5jt,0
8302,39,P,1-3jt,6
8303,32,P,1-3jt,0
8304,22,L,5-10jt,4
8305,56,L,1-3jt,4
8306,46,L,5-10jt,5
8307,17,P,3-5jt,2
8308,54,P,5-10jt,5
8309,19,L,3-5jt,3
8310,31,L,1-3jt,4
8311,43,P,1-3jt,5
8312,58,L,5-10jt,4
8313,19,L,5-10jt,0
8314,44,L,5-10jt,0
8315,18,L,3-5jt,4
8316,47,L,3-5jt,1
8317,48,P,1-3jt,4
8318,54,P,3-5jt,4
8319,53,P,1-3jt,1
8320,41,L,1-3jt,4
8321,30,L,1-3jt,4
8322,34,P,1-3jt,3
8323,53,P,3-5jt,5
8324,55,L,5-10jt,6
8325,27,P,5-10jt,4
8326,19,P,1-3jt,2
8327,36,L,1-3jt,0
8328,47,L,5-10jt,4
8329,32,L,5-10jt,4
8330,36,P,5-10jt,4
8331,23,L,3-5jt,2
8332,31,P,5-10jt,5
8333,29,L,5-10jt,2
8334,48,L,5-10jt,2
8335,40,L,3-5jt,2
8336,44,P,5-10jt,1
8337,28,P,5-10jt,4
8338,33,L,5-10jt,2
8339,43,P,1-3jt,2
8340,47,P,1-3jt,1
8341,48,L,3-5jt,5
8342,52,L,3-5jt,0
8343,53,P,1-3jt,6
8344,35,L,5-10jt,2
8345,31,L,5-10jt,6
8346,26,L,3-5jt,2
8347,22,L,1-3jt,2
8348,24,P,3-5jt,2
8349,45,L,1-3jt,4
8350,19,P,3-5jt,4
8351,28,P,1-3jt,0
8352,50,L,1-3jt,1
8353,41,L,1-3jt,0
8354,19,L,1-3jt,1
8355,25,P,3-5jt,2
8356,59,L,3-5jt,1
8357,39,L,1-3jt,0
8358,39,L,5-10jt,5
8359,28,L,5-10jt,2
8360,44,L,5-10jt,2
8361,53,P,3-5jt,4
8362,17,P,5-10jt,0
8363,25,L,3-5jt,5
8364,37,L,1-3jt,0
8365,20,P,1-3jt,5
8366,17,P,1-3jt,0
8367,59,P,3-5jt,6
8368,19,P,5-10jt,3
8369,27,L,5-10jt,0
8370,36,P,3-5jt,3
8371,42,P,5-10jt,4
8372,36,P,1-3jt,6
8373,48,L,1-3jt,2
8374,45,L,1-3jt,5
8375,51,P,1-3jt,4
8376,47,L,5-10jt,5
8377,41,P,1-3jt,4
8378,35,L,1-3jt,0
8379,26,P,3-5jt,5
8380,19,L,3-5jt,2
8381,39,L,1-3jt,3
8382,56,L,1-3jt,4
8383,60,L,5-10jt,4
8384,57,L,1-3jt,1
8385,28,L,5-10jt,3
8386,18,L,1-3jt,5
8387,57,L,3-5jt,5
8388,28,P,3-5jt,4
8389,28,P,1-3jt,6
8390,23,L,1-3jt,6
8391,52,L,5-10jt,3
8392,17,L,1-3jt,3
8393,57,P,3-5jt,1
8394,46,P,1-3jt,2
8395,31,L,5-10jt,6
8396,44,P,5-10jt,1
8397,35,P,3-5jt,5
8398,28,P,1-3jt,5
8399,52,L,5-10jt,4
8400,41,P,1-3jt,6
8401,18,L,5-10jt,0
8402,55,P,5-10jt,5
8403,48,L,5-10jt,6
8404,19,L,1-3jt,3
8405,46,P,5-10jt,0
8406,17,P,5-10jt,5
8407,29,P,5-10jt,4
8408,56,P,5-10jt,3
8409,21,L,3-5jt,3
8410,46,P,1-3jt,0
8411,20,P,3-5jt,0
8412,48,P,3-5jt,4
8413,18,P,3-5jt,6
8414,40,L,1-3jt,5
8415,31,P,1-3jt,5
8416,47,P,1-3jt,0
8417,51,P,3-5jt,5
8418,49,L,3-5jt,6
8419,29,L,1-3jt,0
8420,50,P,3-5jt,6
8421,59,P,1-3jt,2
8422,42,P,3-5jt,1
8423,47,P,3-5jt,3
8424,34,P,3-5jt,0
8425,38,L,3-5jt,4
8426,46,P,3-5jt,1
8427,25,P,3-5jt,0
8428,34,P,1-3jt,4
8429,46,L,1-3jt,1
8430,60,L,1-3jt,0
8431,45,P,3-5jt,1
8432,40,P,5-10jt,1
8433,33,P,5-10jt,2
8434,24,P,5-10jt,3
8435,34,L,3-5jt,5
8436,26,L,1-3jt,1
8437,20,P,5-10jt,1
8438,49,L,3-5jt,2
8439,41,L,5-10jt,3
8440,49,L,1-3jt,6
8441,55,P,1-3jt,5
8442,43,P,1-3jt,3
8443,53,L,1-3jt,6
8444,23,L,3-5jt,1
8445,38,L,1-3jt,6
8446,53,L,5-10jt,4
8447,52,L,5-10jt,6
8448,26,L,5-10jt,2
8449,19,P,3-5jt,5
8450,59,P,1-3jt,0
8451,32,L,3-5jt,1
8452,17,L,5-10jt,5
8453,30,L,3-5jt,5
8454,33,L,1-3jt,4
8455,18,L,1-3jt,6
8456,36,P,1-3jt,5
8457,52,P,1-3jt,3
8458,54,L,3-5jt,6
8459,41,P,1-3jt,6
8460,28,L,3-5jt,2
8461,39,P,1-3jt,0
8462,41,L,1-3jt,2
8463,51,L,5-10jt,4
8464,32,P,1-3jt,3
8465,29,P,5-10jt,5
8466,32,L,5-10jt,3
